pdpass,invnum_n,"dateincorporated",yearStartup
12927946,62807633,"2002-04-10",2002
13070509,62826933,"2000-12-20",2000
12820476,62849462,"1997-11-12",1997
12644780,62943791,"2000-03-06",2000
12649208,63042626,"2001-05-03",2001
13034508,63106452,"2001-04-20",2001
12597856,63290911,"2001-02-21",2001
12794450,63321984,"1999-07-01",1999
13014244,63335083,"2003-07-08",2003
12979970,63442226,"1999-08-27",1999
12717557,63486794,"2001-09-19",2001
12951812,63490042,"2001-01-16",2001
12450041,63500412,"1998-12-11",1998
12678183,63518401,"1996-03-22",1996
12466402,63534973,"2000-08-30",2000
12843830,63557461,"2001-07-20",2001
12518578,63564003,"2000-04-12",2000
12961824,63597962,"2001-08-17",2001
12628827,63624952,"1999-05-26",1999
12701026,63742702,"1999-09-30",1999
12515074,63753651,"2000-03-06",2000
12537902,63753651,"1998-10-27",1998
13228893,63796981,"2003-03-05",2003
12704101,63827932,"2000-03-07",2000
12679859,63842492,"2000-03-01",2000
12786774,63884712,"2000-10-03",2000
13065313,64002652,"2003-09-23",2003
12693860,64076803,"2000-02-08",2000
12511892,64118921,"1999-02-22",1999
12790585,64131031,"2000-11-06",2000
12966901,64136456,"1999-11-01",1999
12441034,64147883,"2000-02-17",2000
12837914,64213801,"2000-05-19",2000
13036653,64322363,"2001-03-30",2001
12992222,64385833,"1999-12-27",1999
13184832,64400962,"2003-06-09",2003
12568155,64681557,"2000-02-23",2000
12424517,64775592,"1999-08-13",1999
13025470,64801941,"2000-01-14",2000
12818093,64903931,"2000-08-29",2000
12897885,64925942,"2001-04-05",2001
13167155,64955142,"2002-06-18",2002
13084902,64985496,"2002-04-09",2002
12966536,65010153,"2000-08-07",2000
13230576,65018091,"2001-01-31",2001
12802748,65088043,"2001-09-21",2001
12728145,65097772,"1999-11-24",1999
12557061,65105097,"1999-09-09",1999
12463082,65105242,"1992-01-06",1992
12767649,65127871,"2000-11-17",2000
12349616,65156732,"1996-07-16",1996
12724924,65164365,"2000-07-07",2000
12800697,65293183,"2000-07-17",2000
12505219,65322321,"1997-03-21",1997
12652889,65383005,"1999-07-22",1999
12899120,65412117,"2001-01-29",2001
12723186,65534343,"2000-04-07",2000
12385989,65641929,"1996-09-17",1996
12261103,65678463,"1996-11-26",1996
12824750,65741941,"1999-11-29",1999
12792126,65755732,"2000-10-12",2000
13195916,65801772,"2002-04-03",2002
12903205,65826622,"1999-04-30",1999
12997247,65832302,"2001-09-26",2001
11938919,65872172,"1995-04-03",1995
13203064,65942342,"2003-01-16",2003
12692625,65959983,"2001-02-21",2001
13092609,65976833,"2000-06-30",2000
13098987,66004753,"2002-09-16",2002
12967367,66031932,"2003-07-03",2003
12706850,66068501,"2000-02-02",2000
12668351,66079005,"2001-03-26",2001
12717060,66110022,"1999-03-01",1999
13189208,66218921,"1999-03-09",1999
12882389,66255912,"2000-10-03",2000
13106627,66256311,"2002-07-09",2002
13098987,66287152,"2002-09-16",2002
12397666,66682751,"1999-09-27",1999
12774403,66744032,"2001-02-28",2001
13057067,66782413,"2002-02-11",2002
12835179,66782831,"2000-06-15",2000
12895597,66874253,"2001-07-26",2001
12787495,66874952,"2001-02-21",2001
13161417,66912681,"2004-04-05",2004
13123268,66935712,"2002-04-18",2002
12898691,66997951,"2001-10-15",2001
12821291,67212914,"1996-08-14",1996
12962609,67289591,"2001-07-12",2001
13240730,67413592,"2003-12-29",2003
22846891,67468911,"2002-10-30",2002
13188846,67517761,"2003-08-14",2003
12794358,67547063,"1999-10-12",1999
12596856,67633881,"1998-08-20",1998
12725598,67715163,"2001-05-22",2001
12878980,67789801,"1998-04-02",1998
12589688,67814451,"1999-09-13",1999
12888103,67814451,"2001-03-30",2001
12885436,67854366,"2000-04-24",2000
11049390,67919478,"1989-03-22",1989
13109421,68010521,"2005-06-23",2005
12660606,68019382,"1998-01-08",1998
12923340,68233401,"2000-06-09",2000
12888847,68319381,"2001-05-31",2001
13177464,68487411,"2005-10-03",2005
13162447,68516041,"1999-11-01",1999
13074421,68666391,"2000-11-16",2000
13183987,68725742,"2001-12-12",2001
12838858,68860892,"1999-01-28",1999
12888847,68877733,"2001-05-31",2001
13154949,68950881,"2000-02-04",2000
12790585,69009843,"2000-11-06",2000
13017960,69179600,"2000-03-01",2000
12785620,69419509,"2000-06-01",2000
13230576,69756742,"2001-01-31",2001
13195916,69757852,"2002-04-03",2002
12927946,70153491,"2002-04-10",2002
13153470,70244281,"2002-03-12",2002
12929139,70919571,"1999-12-15",1999
12960122,71174950,"2001-11-30",2001
13217551,71175511,"2004-04-28",2004
12509102,72856401,"1997-09-29",1997
13085920,76443648,"2002-07-15",2002
11174855,76911208,"1986-09-22",1986
12600190,76911208,"1997-09-29",1997
12181788,534763210,"1999-05-03",1999
